Date,Average_Price,Supply_Volume,USD_TO_NPR,Diesel,Inflation,Kathmandu_Temperature,Kathmandu_Rainfall_MM,Sarlahi_Temperature,Sarlahi_Rainfall_MM,Hilly_Temperature,Hilly_Rainfall_MM,day,month,day_of_week,is_weekend,month_sin,month_cos,Season_Winter,Season_Spring,Season_Monsoon,Season_Autumn,is_festival
2022-12-14,50.835,72050.0,132.8,178.0,7.38,12.3,0.0,18.25,0.0,11.3,0.0,14,12,2,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-15,55.0,46725.0,132.24,178.0,7.38,12.15,0.0,17.95,0.0,10.95,0.0,15,12,3,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-16,55.0,109675.0,132.72,175.0,7.38,13.85,0.0,17.2,0.0,11.024999999999999,0.05,16,12,4,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-17,55.835,84175.0,132.9,175.0,7.38,11.9,0.2,17.5,0.0,10.850000000000001,0.1,17,12,5,1,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-18,45.0,111550.0,132.9,175.0,7.38,14.25,0.0,18.35,0.0,11.625,0.0,18,12,6,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-19,45.0,81300.0,132.9,175.0,7.38,13.5,0.0,18.9,0.0,11.600000000000001,0.0,19,12,0,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-20,35.835,85225.0,132.64,175.0,7.38,13.05,0.0,17.9,0.0,10.65,0.0,20,12,1,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-21,36.67,106450.0,132.72,175.0,7.38,11.75,0.0,17.75,0.0,10.7,0.0,21,12,2,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-22,35.0,85275.0,132.8,175.0,7.38,12.55,0.0,16.6,0.0,12.175,0.0,22,12,3,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-23,35.0,89170.0,132.73,175.0,7.38,11.85,0.0,15.7,0.0,10.45,0.0,23,12,4,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-24,34.5,88525.0,132.88,175.0,7.38,11.6,0.0,14.65,0.0,9.975,0.0,24,12,5,1,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-25,35.0,69225.0,132.88,175.0,7.38,12.85,0.0,15.8,0.0,9.525,0.0,25,12,6,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-26,35.0,95425.0,132.88,175.0,7.38,11.2,0.0,16.7,0.0,9.575,0.0,26,12,0,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-27,41.67,70880.0,132.55,175.0,7.38,11.45,0.0,14.85,0.0,8.875,0.0,27,12,1,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-28,42.5,108925.0,132.86,175.0,7.38,10.3,0.0,13.35,0.0,8.45,0.0,28,12,2,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-29,45.835,90900.0,132.88,175.0,7.38,9.25,0.0,14.1,0.0,7.65,0.1,29,12,3,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-30,40.835,65600.0,132.78,175.0,7.38,10.0,0.0,14.85,0.0,7.550000000000001,0.0,30,12,4,0,-2.4492935982947064e-16,1.0,1,0,0,0,0
2022-12-31,45.0,82250.0,132.66,175.0,7.38,9.9,0.0,14.35,0.0,8.375,0.0,31,12,5,1,-2.4492935982947064e-16,1.0,1,0,0,0,0
2023-01-01,45.0,71350.0,132.66,175.0,7.26,10.75,0.2,15.1,0.0,8.4,0.0,1,1,6,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-02,41.67,71250.0,132.66,175.0,7.26,10.05,0.0,14.95,0.0,9.425,0.0,2,1,0,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-03,45.0,90300.0,132.69,175.0,7.26,8.9,0.0,14.4,0.0,8.6,0.0,3,1,1,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-04,50.835,99175.0,132.92,175.0,7.26,8.85,0.7,13.65,0.0,8.4,0.0,4,1,2,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-05,46.67,95325.0,132.79,175.0,7.26,10.05,0.0,12.55,0.0,8.95,0.0,5,1,3,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-06,36.67,144150.0,132.4,175.0,7.26,11.6,0.0,13.45,0.0,10.75,0.0,6,1,4,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-07,45.0,105075.0,132.66,175.0,7.26,12.9,0.0,12.75,0.0,10.825,0.0,7,1,5,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-08,45.0,117050.0,132.66,172.0,7.26,12.9,0.0,12.4,0.0,10.45,0.0,8,1,6,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-09,45.0,151975.0,132.66,172.0,7.26,12.7,0.0,11.7,0.0,10.725,0.0,9,1,0,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-10,45.835,131200.0,132.08,172.0,7.26,12.65,0.0,12.2,0.0,11.774999999999999,0.0,10,1,1,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-11,46.67,124925.0,131.16,172.0,7.26,11.9,0.0,12.1,0.0,10.7,0.0,11,1,2,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-12,46.67,120375.0,130.83,172.0,7.26,11.5,0.0,12.75,0.0,10.425,0.0,12,1,3,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-13,46.67,139050.0,130.79,172.0,7.26,11.85,0.0,12.15,0.0,10.075,0.0,13,1,4,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-14,45.0,139575.0,130.43,172.0,7.26,11.4,0.0,14.25,0.0,9.375,0.0,14,1,5,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-15,45.0,139575.0,130.43,172.0,7.26,11.25,0.0,14.35,0.0,9.7,0.0,15,1,6,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-16,45.0,75400.0,130.43,172.0,7.26,9.25,0.0,13.1,0.0,7.85,0.0,16,1,0,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-17,45.835,75175.0,130.89,172.0,7.26,8.3,0.0,12.65,0.0,7.45,0.0,17,1,1,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-18,45.835,112025.0,131.12,172.0,7.26,8.35,0.0,13.15,0.0,7.35,0.0,18,1,2,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-19,56.67,128350.0,130.29,172.0,7.26,8.7,0.0,12.35,0.0,7.949999999999999,0.0,19,1,3,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-20,56.67,140650.0,130.48,172.0,7.26,11.35,0.0,13.35,0.0,9.55,0.0,20,1,4,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-21,55.835,158700.0,130.1,172.0,7.26,12.8,0.0,15.7,0.0,11.075,0.0,21,1,5,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-22,55.835,158700.0,130.1,172.0,7.26,12.3,0.0,14.7,0.0,11.899999999999999,0.0,22,1,6,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-23,55.835,176150.0,130.1,172.0,7.26,14.0,0.0,16.15,0.0,12.425,0.0,23,1,0,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-24,56.67,166000.0,130.53,172.0,7.26,13.15,0.0,16.8,0.0,13.225,0.0,24,1,1,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-25,56.67,160890.0,131.06,172.0,7.26,14.25,0.0,17.7,0.0,13.9,0.0,25,1,2,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-26,55.0,177775.0,130.85,172.0,7.26,14.9,0.0,16.75,0.0,13.925,0.0,26,1,3,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-27,55.835,79475.0,130.85,172.0,7.26,15.55,0.0,18.3,0.0,14.975000000000001,0.0,27,1,4,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-28,56.0,142725.0,130.74,172.0,7.26,14.55,0.0,15.65,0.0,13.3,0.0,28,1,5,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-29,55.0,156875.0,130.74,172.0,7.26,13.95,0.0,15.95,0.0,12.475,0.0,29,1,6,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-30,45.5,175850.0,130.74,172.0,7.26,14.55,0.0,18.35,0.0,14.525,0.0,30,1,0,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-01-31,45.835,135125.0,130.7,172.0,7.26,15.75,0.0,18.15,0.0,14.950000000000001,0.0,31,1,1,0,0.49999999999999994,0.8660254037844387,1,0,0,0,0
2023-02-01,45.835,130750.0,131.38,172.0,7.88,14.75,0.0,17.8,0.0,13.225,0.0,1,2,2,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-02,45.835,139900.0,131.38,172.0,7.88,14.1,0.0,15.6,0.0,13.025,0.0,2,2,3,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-03,46.67,111650.0,131.78,172.0,7.88,12.9,0.0,16.5,0.0,12.45,0.0,3,2,4,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-04,45.5,112075.0,131.23,172.0,7.88,14.15,0.0,16.35,0.0,12.475000000000001,0.0,4,2,5,1,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-05,45.0,115325.0,131.23,172.0,7.88,13.2,0.2,16.8,0.0,10.7,0.0,5,2,6,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-06,46.67,83725.0,131.23,175.0,7.88,12.7,1.0,16.75,0.0,11.8,0.15000000000000002,6,2,0,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-07,46.67,104525.0,132.67,175.0,7.88,12.5,0.1,17.85,0.0,11.0,0.05,7,2,1,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-08,45.0,96500.0,132.63,175.0,7.88,12.45,0.0,17.55,0.0,11.15,0.0,8,2,2,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-09,45.835,103700.0,132.3,175.0,7.88,12.35,0.0,17.35,0.0,10.525,0.15,9,2,3,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-10,46.67,117075.0,132.32,175.0,7.88,12.7,0.0,17.6,0.0,11.95,0.0,10,2,4,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-11,45.835,106950.0,132.3,175.0,7.88,15.0,0.0,18.05,0.0,13.9,0.0,11,2,5,1,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-12,45.0,107945.0,132.3,175.0,7.88,12.95,0.0,19.5,0.0,12.274999999999999,0.0,12,2,6,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-13,56.67,117125.0,132.3,175.0,7.88,13.75,0.0,15.75,0.0,11.850000000000001,0.0,13,2,0,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-14,55.0,111925.0,132.66,175.0,7.88,12.25,0.0,16.3,0.0,11.75,0.0,14,2,1,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-15,56.67,119590.0,132.72,175.0,7.88,14.45,0.0,17.1,0.0,12.25,0.0,15,2,2,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-16,56.67,130525.0,132.79,175.0,7.88,16.1,0.0,18.75,0.0,13.45,0.0,16,2,3,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-17,45.0,88150.0,132.66,175.0,7.88,15.75,0.0,20.75,0.0,14.524999999999999,0.0,17,2,4,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-18,41.0,107070.0,132.84,175.0,7.88,16.25,0.0,21.5,0.0,14.05,0.0,18,2,5,1,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-19,37.67,85500.0,132.84,175.0,7.88,16.8,0.0,21.45,0.0,14.75,0.0,19,2,6,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-20,43.5,94775.0,132.84,175.0,7.88,16.35,0.0,21.05,0.0,14.375,0.0,20,2,0,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-21,38.33,107475.0,132.66,175.0,7.88,15.4,0.0,21.7,0.0,14.825,0.5,21,2,1,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-22,55.835,93875.0,132.77,175.0,7.88,15.65,4.8,21.95,0.0,14.425,0.7,22,2,2,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-23,55.835,135100.0,132.87,175.0,7.88,17.2,0.1,21.05,0.0,14.9,0.15,23,2,3,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-24,55.835,149075.0,132.68,175.0,7.88,15.75,0.0,20.3,0.0,14.55,0.0,24,2,4,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-25,55.835,145000.0,132.71,175.0,7.88,13.5,2.4,21.4,0.0,12.7,0.85,25,2,5,1,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-26,55.0,154950.0,132.71,175.0,7.88,13.6,5.1,21.3,0.0,11.95,5.8,26,2,6,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-27,55.0,126675.0,132.71,175.0,7.88,13.1,1.1,20.65,0.0,11.774999999999999,1.5,27,2,0,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-02-28,56.67,121875.0,132.84,175.0,7.88,14.2,0.8,21.4,0.0,12.675,0.65,28,2,1,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0
2023-03-01,55.0,116400.0,132.57,175.0,7.44,15.3,0.7,22.75,0.0,13.675,0.3,1,3,2,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-02,55.0,117700.0,132.31,175.0,7.44,15.75,0.5,22.75,0.0,13.975,0.3,2,3,3,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-03,45.0,131035.0,132.46,175.0,7.44,16.0,0.3,23.65,0.0,14.725000000000001,0.35,3,3,4,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-05,45.0,10250.0,131.45,175.0,7.44,16.6,0.6,24.5,0.1,15.35,0.55,5,3,6,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-06,46.67,174775.0,131.45,175.0,7.44,18.05,0.0,23.6,0.0,15.625,0.15,6,3,0,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-07,56.67,123100.0,131.36,175.0,7.44,17.2,0.0,22.5,0.0,15.0,0.3,7,3,1,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-08,56.67,110325.0,131.36,175.0,7.44,14.15,7.0,19.6,5.4,12.675,1.6500000000000001,8,3,2,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-09,65.0,54125.0,131.6,175.0,7.44,15.55,1.7,21.75,0.0,13.425,1.0,9,3,3,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-10,65.83500000000001,95150.0,131.47,175.0,7.44,16.0,0.4,22.25,0.0,14.325,0.05,10,3,4,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-11,66.67,133525.0,131.57,175.0,7.44,16.9,3.9,22.0,0.0,14.4,0.0,11,3,5,1,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-12,65.0,,131.57,175.0,7.44,17.15,0.3,23.2,0.0,15.125,0.0,12,3,6,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-13,66.67,97400.0,131.57,175.0,7.44,17.15,7.1,23.6,0.0,15.5,8.9,13,3,0,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-14,41.67,142425.0,131.7,175.0,7.44,16.0,6.4,23.55,0.8,14.4,7.8,14,3,1,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-15,50.835,107125.0,132.29,175.0,7.44,15.3,2.9,23.25,0.0,14.175,1.9000000000000001,15,3,2,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-16,50.835,116850.0,132.46,175.0,7.44,16.75,0.4,23.45,0.0,14.825,0.2,16,3,3,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-17,50.835,146550.0,132.68,175.0,7.44,16.2,1.6,22.85,3.2,14.1,5.1,17,3,4,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-18,51.67,164800.0,132.39,175.0,7.44,14.8,4.7,22.45,0.7,13.575,6.1499999999999995,18,3,5,1,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-19,50.0,116975.0,132.39,175.0,7.44,14.75,10.4,22.05,13.1,13.125,5.75,19,3,6,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-20,56.67,148775.0,132.39,175.0,7.44,14.65,9.3,21.0,11.1,12.875,7.3,20,3,0,0,1.0,6.123233995736766e-17,0,1,0,0,1
2023-03-21,56.67,128275.0,132.52,175.0,7.44,13.95,20.5,21.05,4.1,12.5,13.899999999999999,21,3,1,0,1.0,6.123233995736766e-17,0,1,0,0,0
2023-03-22,56.67,110370.0,132.56,175.0,7.44,13.6,0.5,21.15,0.0,12.55,1.1,22,3,2,0,1.0,6.123233995736766e-17,0,1,0,0,0
2023-03-23,56.67,202775.0,132.56,175.0,7.44,14.9,1.9,21.65,0.0,12.95,1.85,23,3,3,0,1.0,6.123233995736766e-17,0,1,0,0,0
2023-03-24,50.835,192350.0,131.93,175.0,7.44,15.05,1.8,22.4,0.0,13.95,3.1,24,3,4,0,1.0,6.123233995736766e-17,0,1,0,0,0
2023-03-25,51.67,151625.0,132.28,175.0,7.44,15.55,0.0,23.75,0.2,14.975000000000001,0.2,25,3,5,1,1.0,6.123233995736766e-17,0,1,0,0,0
2023-03-26,45.0,139725.0,132.28,175.0,7.44,17.65,0.0,24.2,0.0,15.9,0.0,26,3,6,0,1.0,6.123233995736766e-17,0,1,0,0,0
2023-03-27,45.0,183200.0,132.28,175.0,7.44,17.6,0.0,23.8,0.0,14.975000000000001,0.0,27,3,0,0,1.0,6.123233995736766e-17,0,1,0,0,0
2023-03-28,45.0,166475.0,132.1,175.0,7.44,16.55,0.4,23.8,0.0,15.675,0.05,28,3,1,0,1.0,6.123233995736766e-17,0,1,0,0,0
2023-03-29,55.0,181575.0,131.81,175.0,7.44,16.8,1.9,22.95,0.0,15.275,0.25,29,3,2,0,1.0,6.123233995736766e-17,0,1,0,0,0
2023-03-30,45.0,141275.0,132.05,175.0,7.44,18.0,0.0,24.3,0.0,16.2,0.2,30,3,3,0,1.0,6.123233995736766e-17,0,1,0,0,0
2023-03-31,45.0,206075.0,132.05,175.0,7.44,17.2,6.8,24.5,12.6,15.55,5.1499999999999995,31,3,4,0,1.0,6.123233995736766e-17,0,1,0,0,0
2023-04-01,45.0,180750.0,131.77,175.0,7.76,15.15,6.7,22.45,1.6,13.525,4.7,1,4,5,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-02,55.0,181050.0,131.77,175.0,7.76,13.9,4.2,21.25,2.2,12.225000000000001,5.6000000000000005,2,4,6,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-03,65.0,157750.0,131.77,165.0,7.76,14.9,1.3,22.5,0.0,13.775,1.95,3,4,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-04,65.0,168833.0,132.04,165.0,7.76,16.7,0.4,23.65,0.5,15.075,0.9500000000000001,4,4,1,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-05,65.0,127775.0,132.04,165.0,7.76,17.0,0.9,24.3,0.0,16.299999999999997,0.1,5,4,2,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-06,65.0,135350.0,131.51,165.0,7.76,18.3,0.0,24.0,0.0,16.475,0.1,6,4,3,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-07,65.0,104825.0,131.32,165.0,7.76,19.05,0.0,25.05,0.0,17.225,0.1,7,4,4,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-08,55.0,127825.0,131.32,165.0,7.76,19.1,0.1,24.6,0.0,18.025,0.0,8,4,5,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-09,55.0,122005.0,131.32,165.0,7.76,19.7,0.0,26.0,0.0,18.275,0.0,9,4,6,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-10,55.0,126125.0,131.32,165.0,7.76,19.5,0.0,25.95,0.0,17.975,0.0,10,4,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2023-04-11,55.0,132550.0,131.48,165.0,7.76,20.35,0.0,25.75,0.0,18.6,0.1,11,4,1,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2023-04-12,55.0,114600.0,131.71,165.0,7.76,20.95,0.0,25.65,0.0,19.275,0.0,12,4,2,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2023-04-13,55.0,159750.0,131.63,165.0,7.76,21.8,0.0,26.25,0.0,20.5,0.0,13,4,3,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2023-04-14,55.0,115005.0,131.27,165.0,7.76,22.55,0.0,27.7,0.0,20.3,0.05,14,4,4,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2023-04-15,55.0,161325.0,131.27,165.0,7.76,22.9,0.0,28.6,0.0,21.075,0.05,15,4,5,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2023-04-16,55.0,89470.0,131.27,165.0,7.76,23.6,0.0,29.9,0.0,21.975,0.0,16,4,6,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2023-04-17,45.0,93600.0,131.27,165.0,7.76,23.75,0.0,27.7,0.0,22.0,0.0,17,4,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2023-04-18,55.0,142235.0,131.46,165.0,7.76,24.55,0.0,29.45,0.0,22.700000000000003,0.0,18,4,1,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2023-04-19,55.0,104200.0,131.57,165.0,7.76,24.45,0.0,30.05,0.0,22.375,0.0,19,4,2,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2023-04-20,55.0,103565.0,131.87,165.0,7.76,23.65,0.3,28.85,0.0,22.049999999999997,0.3,20,4,3,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,1
2023-04-21,55.0,110540.0,131.74,165.0,7.76,20.55,0.8,28.35,1.3,19.525,0.15000000000000002,21,4,4,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-22,55.0,94050.0,131.65,165.0,7.76,20.3,0.0,27.85,0.0,18.625,0.1,22,4,5,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-23,55.0,132930.0,131.65,165.0,7.76,19.85,2.2,26.8,0.0,17.9,2.25,23,4,6,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-24,55.0,112875.0,131.65,165.0,7.76,17.2,0.5,25.05,0.3,15.5,0.7,24,4,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-25,55.0,119755.0,131.36,165.0,7.76,17.85,8.2,26.3,0.5,15.375,1.65,25,4,1,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-26,55.0,93025.0,131.37,165.0,7.76,18.7,0.6,26.65,0.0,17.05,0.1,26,4,2,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-27,55.0,169250.0,131.13,165.0,7.76,19.55,0.3,26.75,0.0,17.75,0.1,27,4,3,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-28,55.0,116320.0,131.25,165.0,7.76,20.1,0.2,27.35,0.0,18.25,0.35,28,4,4,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-29,55.0,108975.0,131.23,165.0,7.76,19.9,0.3,26.7,0.1,18.275,0.6,29,4,5,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-04-30,55.0,98210.0,131.23,165.0,7.76,18.4,2.0,26.15,4.8,16.9,4.2,30,4,6,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0
2023-05-01,45.0,97725.0,131.23,165.0,7.41,16.4,7.3,23.85,0.7,14.524999999999999,3.75,1,5,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-02,55.0,86150.0,131.23,165.0,7.41,16.85,8.2,25.15,2.0,15.5,7.85,2,5,1,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-03,55.835,86947.0,131.32,165.0,7.41,18.25,8.4,26.05,0.6,16.525,4.8,3,5,2,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-04,55.835,117350.0,131.22,165.0,7.41,16.95,8.8,26.45,5.0,16.174999999999997,3.7,4,5,3,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-05,55.0,125820.0,131.19,165.0,7.41,18.4,0.1,27.05,0.0,17.375,0.3,5,5,4,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-06,55.0,89805.0,131.19,165.0,7.41,20.15,0.3,28.55,0.0,18.325000000000003,0.85,6,5,5,1,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-07,55.0,136547.0,131.19,165.0,7.41,21.15,0.8,29.65,0.0,19.425,1.75,7,5,6,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-08,55.0,103250.0,131.19,165.0,7.41,21.6,0.0,29.75,0.0,20.0,0.7,8,5,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-09,55.835,114340.0,131.18,165.0,7.41,21.45,0.1,29.85,0.0,20.025,0.15,9,5,1,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-10,56.67,73950.0,131.57,165.0,7.41,20.35,0.6,29.7,0.0,20.6,0.05,10,5,2,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-11,60.0,135590.0,131.48,165.0,7.41,21.2,0.0,28.75,0.0,20.55,0.0,11,5,3,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-12,60.0,74850.0,131.65,165.0,7.41,21.25,0.0,28.85,0.0,20.125,0.0,12,5,4,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-13,60.835,110152.0,131.77,165.0,7.41,22.55,0.0,30.9,0.0,20.8,0.0,13,5,5,1,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-14,55.0,146350.0,131.77,165.0,7.41,21.9,6.8,31.3,0.0,20.675,3.55,14,5,6,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-15,60.0,124035.0,131.77,165.0,7.41,19.8,6.3,30.2,0.0,19.174999999999997,6.95,15,5,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-16,60.0,132570.0,131.98,155.0,7.41,19.35,3.9,29.95,0.6,18.0,12.15,16,5,1,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-17,60.0,83000.0,131.84,155.0,7.41,20.9,6.1,29.4,10.6,18.95,20.6,17,5,2,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-18,60.0,66550.0,132.12,155.0,7.41,19.55,6.0,28.0,1.2,18.25,17.75,18,5,3,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
2023-05-19,60.835,64925.0,132.47,155.0,7.41,21.05,1.6,28.9,0.0,19.375,7.75,19,5,4,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0
